00116_morfologic_10606120_Urzaiz.txt_tagged	Urzaiz	35+		M	E	138	70	25	23	10	12	108	30	44	26	87	58	23	19	10	6	57	30	32	26	9	10	314	0.0434782609	0.5072463768	0.3714285714	0.3448275862	0.4347826087	4.347826087	1.4744195615	0.6304347826	7.4059318176	0.9063686191	5.2367846092	0.0468156904	22.8542937872	92.4175593363	-0.9488193269	0.8285714286	0.3285714286	0.2714285714	0.1428571429	0.0857142857	0.92	0.8260869565	1	0.5	0.6956521739	21.16	15.6956521739	10	3	3.2526911935	2.8013971669	2.2360679775	1.2247448714
00131_morfologic_10717170_ViatgerVolador.txt_tagged	ViatgerVolador	35+		H	E	74	43	23	7	8	5	61	13	30	13	56	39	21	6	8	4	43	13	26	13	3	3	126	0.0675675676	0.5810810811	0.3023255814	0.2321428571	0.4285714286	1.2857142857	0.8017837257	0.7567567568	6.5098677697	0.9352441479	4.6031716446	0.032377926	28.8658346701	94.9598246896	-1.1784323828	0.9069767442	0.488372093	0.1395348837	0.1860465116	0.0930232558	0.9130434783	0.8571428571	1	0.8	1.7142857143	19.1739130435	5.1428571429	8	3.2	3.0962810793	1.6035674515	2	1.2649110641
00158_morfologic_10790424_Yolanda27Fran.txt_tagged	Yolanda27Fran	34-		H	E	134	74	26	23	17	8	110	24	51	23	100	69	25	21	16	7	76	24	46	23	14	7	264	0.0597014925	0.552238806	0.3108108108	0.24	0.3043478261	2.1304347826	1.0320936931	0.7462686567	8.6386842558	0.940245164	6.1084722178	0.029877418	35.5971991729	72.3991980397	-1.2520484016	0.9324324324	0.3378378378	0.2837837838	0.2162162162	0.0945945946	0.9615384615	0.9130434783	0.9411764706	875	1	24.0384615385	19.1739130435	15.0588235294	6125	3.4668762264	3.0962810793	2.7439773623	1.75
00159_morfologic_10793317_joaquig1.txt_tagged	joaquig1	35+		M	E	90	46	23	12	5	6	73	17	29	17	66	43	21	12	5	5	50	16	27	16	8	4	152	0.0555555556	0.5111111111	0.3695652174	0.2424242424	0.3333333333	1.3333333333	0.8164965809	0.7333333333	6.9570108524	0.9310737673	4.9193495505	0.0344631163	28.3526668115	76.5432098765	-1.1111560236	0.9347826087	0.4565217391	0.2608695652	0.1086956522	0.1086956522	0.9130434783	1	1	0.8333333333	0.8333333333	19.1739130435	12	5	4.1666666667	3.0962810793	2.4494897428	1.5811388301	1.443375673
00168_morfologic_10833927_pikerEspa_a.txt_tagged	pikerEspa_a	34-		H	E	58	38	15	7	11	5	41	17	22	16	46	35	15	6	10	4	29	17	19	16	6	0	84	0.0689655172	0.6551724138	0.4210526316	0.3695652174	0	0	0	0.7931034483	6.0400959115	0.9429122356	4.2709927781	0.0285438822	30.8897714116	77.288941736	-1.1876971983	0.9210526316	0.3947368421	0.1578947368	0.2631578947	0.1052631579	1	0.8571428571	0.9090909091	0.8	2	15	5.1428571429	9.0909090909	3.2	2.7386127875	1.6035674515	2.1320071636	1.2649110641
00201_morfologic_10889983_ConejosBizkaia.txt_tagged	ConejosBizkaia	34-		H	E	342	193	88	46	35	24	247	95	105	88	194	153	66	37	34	16	108	86	72	80	25	12	1490	0.0467836257	0.5643274854	0.4559585492	0.4432989691	0.2608695652	3.1304347826	1.2510864843	0.567251462	10.4903185665	0.902832739	7.4177753951	0.0485836305	26.0790113766	98.149858076	-1.0022782531	0.792746114	0.3419689119	0.1917098446	0.1761658031	0.0829015544	0.75	0.8043478261	0.9714285714	0.6666666667	1.0869565217	49.5	29.7608695652	33.0285714286	10.6666666667	4.9749371855	3.8575166601	4.0637772717	2.3094010768
00206_morfologic_10950527_sobreruedas.txt_tagged	sobreruedas	35+		M	A	164	96	36	29	17	14	130	34	65	31	113	85	32	26	17	10	79	34	54	31	17	9	360	0.0426829268	0.5853658537	0.3229166667	0.3008849558	0.3103448276	2.7931034483	1.1817578957	0.6890243902	8.8238175467	0.9269630657	6.2393812232	0.0365184671	30.3249837902	72.8732897085	-1.0737438094	0.8854166667	0.3333333333	0.2708333333	0.1770833333	0.1041666667	0.8888888889	0.8965517241	1	0.7142857143	0.9310344828	28.4444444444	23.3103448276	17	7.1428571429	3.7712361663	3.4139672544	2.9154759474	1.889822365
00260_morfologic_11170083_KetherTrip.txt_tagged	KetherTrip	34-		H	E	316	173	87	40	27	19	259	57	128	45	180	131	66	32	20	13	130	50	91	39	21	11	1022	0.0348101266	0.5474683544	0.2601156069	0.2777777778	275	3025	1.2298373876	0.5696202532	10.1257911083	0.9022219304	7.1600155576	0.0488890348	25.56490523	70.7018106073	-0.9196630921	0.7572254335	0.3815028902	0.1849710983	0.1156069364	0.0751445087	0.7586206897	0.8	0.7407407407	0.6842105263	825	50.0689655172	25.6	14.8148148148	8.8947368421	5.0034470876	3.577708764	2.7216552698	2.1088784747
00265_morfologic_11219456_enbcn.txt_tagged	enbcn	35+		M	E	47	31	9	8	10	4	32	15	18	13	42	30	9	8	10	3	27	15	17	13	6	2	55	0.0425531915	0.6595744681	0.4193548387	0.3571428571	0.25	0.5	0.5	0.8936170213	6.1263296429	0.9707860594	4.3319692343	0.0146069703	57.2362995977	36.2154821186	-1.1040603241	0.9677419355	0.2903225806	0.2580645161	0.3225806452	0.0967741935	1	1	1	0.75	1625	9	8	10	2.25	2.1213203436	2	2.2360679775	1.0606601718
00266_morfologic_11229861_Mauri81.txt_tagged	Mauri81	34-		H	A	48	27	12	5	6	4	39	9	18	9	42	26	11	5	6	4	33	9	17	9	4	1	60	0.0625	0.5625	0.3333333333	0.2142857143	0.2	0.2	0.316227766	875	6.0621778265	0.9655064689	4.2866070499	0.0172467656	48.7407691164	52.0833333333	-1.2281682571	0.962962963	0.4074074074	0.1851851852	0.2222222222	0.1481481481	0.9166666667	1	1	1	2	10.0833333333	5	6	4	2.2453655976	1.5811388301	1.7320508076	1.4142135624
00293_morfologic_11516763_Palomirta.txt_tagged	Palomirta	35+		M	E	391	194	82	60	30	22	324	67	135	59	194	144	60	51	26	7	133	61	89	55	28	23	2013	0.0460358056	0.4961636829	0.3041237113	0.3144329897	0.3833333333	8.8166666667	2.0996031371	0.4961636829	9.811001706	0.8825793702	6.9374258366	0.0587103149	22.0759909166	106.0955906882	-0.876748912	0.7422680412	0.3092783505	0.2628865979	0.1340206186	0.0360824742	0.7317073171	0.85	0.8666666667	0.3181818182	0.55	43.9024390244	43.35	22.5333333333	2.2272727273	4.6852128567	4.6556417388	3.3565855667	1.055289706
00295_morfologic_11532493_heliogavalo.txt_tagged	heliogavalo	34-		H	E	45	26	8	10	5	3	37	8	18	8	38	26	8	10	5	3	30	8	18	8	5	5	57	0.0666666667	0.5777777778	0.3076923077	0.2105263158	0.5	2.5	1.1180339887	0.8444444444	5.664705543	0.9555841027	4.0055517029	0.0222079486	37.2211891645	59.2592592593	-1.1892060989	1	0.3076923077	0.3846153846	0.1923076923	0.1153846154	1	1	1	1	0.8	8	10	5	3	2	2.2360679775	1.5811388301	1.2247448714
00296_morfologic_11592173_ximimixi.txt_tagged	ximimixi	35+		M	E	184	107	45	21	27	14	146	38	72	35	124	92	38	15	27	12	88	36	59	33	12	3	458	0.0380434783	0.5815217391	0.3271028037	0.2903225806	0.1428571429	0.4285714286	0.4629100499	0.6739130435	9.1414012816	0.9243223291	6.4639468358	0.0378388354	29.9271607625	80.9310018904	-1.0356452626	0.8598130841	0.3551401869	0.1401869159	0.2523364486	0.1121495327	0.8444444444	0.7142857143	1	0.8571428571	1.8571428571	32.0888888889	10.7142857143	27	10.2857142857	4.0055517029	2.3145502494	3.6742346142	2.2677868381
00321_morfologic_11899671_IncaMallorca.txt_tagged	IncaMallorca	35+		M	E	40	24	9	5	7	3	30	10	15	9	32	22	9	5	7	1	22	10	13	9	2	3	60	75	0.6	375	0.3125	0.6	1.8	0.9486832981	0.8	5.0596442563	0.9395091235	3.577708764	0.0302454382	26.484324335	125	0.7799754318	0.9166666667	375	0.2083333333	0.2916666667	0.0416666667	1	1	1	0.3333333333	1.6	9	5	7	0.3333333333	2.1213203436	1.5811388301	1.8708286934	0.4082482905
00340_morfologic_12277580_charal95.txt_tagged	charal95	34-	24-	H	A	106	54	26	15	6	7	82	24	33	21	73	46	20	14	5	7	53	20	28	18	8	6	220	0.0471698113	0.5094339623	0.3888888889	0.2739726027	0.4	2.4	1.095445115	0.6886792453	7.0903867952	0.920020473	5.0136605841	0.0399897635	25.3228037362	101.4595941616	-1.0187273286	0.8518518519	0.3703703704	0.2592592593	0.0925925926	0.1296296296	0.7692307692	0.9333333333	0.8333333333	1	0.8	15.3846153846	13.0666666667	4.1666666667	7	2.7735009811	2.5560386017	1.443375673	1.8708286934
00346_morfologic_12319321_AARBilbao.txt_tagged	AARBilbao	35+		M	E	15	11	8	0	3	0	10	5	6	5	15	11	8	0	3	0	10	5	6	5	0	0	15	0.0666666667	0.7333333333	0.4545454545	0.3333333333	0	0	0	1	3.8729833462	1	2.7386127875	0	0	0	-1.0714285716	1	0.7272727273	0	0.2727272727	0	1	0	1	0	0	8	0	3	0	2	0	1.2247448714	0
00347_morfologic_12323156_r_torradeflot.txt_tagged	r_torradeflot	34-		M	E	65	37	18	10	6	3	51	14	23	14	54	36	18	9	6	3	40	14	22	14	8	1	89	0.0615384615	0.5692307692	0.3783783784	0.2592592593	0.1	0.1	0.2236067977	0.8307692308	6.6978756678	0.955585524	4.7361133043	0.022207238	40.8180737175	56.8047337278	-1.2338579642	0.972972973	0.4864864865	0.2432432432	0.1621621622	0.0810810811	1	0.9	1	1	0.9	18	8.1	6	3	3	2.0124611797	1.7320508076	1.2247448714
00357_morfologic_12436264_divisando-mundo.txt_tagged	divisando-mundo	34-		M	E	130	81	47	10	16	8	93	37	45	36	95	73	43	8	16	6	60	35	39	34	6	2	352	0.1	0.6230769231	0.4444444444	0.3684210526	0.2	0.4	0.4472135955	0.7307692308	8.3320511834	0.9355613068	5.891649893	0.0322193466	32.8054969605	131.3609467456	-1.455392412	0.9012345679	0.5308641975	0.0987654321	0.1975308642	0.0740740741	0.914893617	0.8	1	0.75	2.2	39.3404255319	6.4	16	4.5	4.4351113589	1.788854382	2.8284271247	1.5
00360_morfologic_12444553_isaclara24.txt_tagged	isaclara24	35+		M	E	55	35	17	9	7	2	46	9	27	8	44	31	15	7	7	2	35	9	23	8	5	2	91	0.0727272727	0.6363636364	0.2285714286	0.2045454545	0.2222222222	0.4444444444	0.4714045208	0.8	5.9329587897	0.9443161971	4.1952353927	0.0278419015	31.2543791603	119.0082644628	-1.2074947751	0.8857142857	0.4285714286	0.2	0.2	0.0571428571	0.8823529412	0.7777777778	1	1	1	13.2352941176	5.4444444444	7	2	2.5724787771	1.6499158228	1.8708286934	1
00368_morfologic_12459451_naiabilbao.txt_tagged	naiabilbao	34-		M	E	78	35	14	15	3	3	64	14	24	11	58	33	12	15	3	3	44	14	22	11	9	6	136	0.0512820513	0.4487179487	0.3142857143	0.2413793103	0.4	2.4	1.095445115	0.7435897436	6.567206798	0.9319977928	4.6437164603	0.0340011036	27.8240175117	95.3320184089	-1.0693442135	0.9428571429	0.3428571429	0.4285714286	0.0857142857	0.0857142857	0.8571428571	1	1	1	0.4	10.2857142857	15	3	3	2.2677868381	2.7386127875	1.2247448714	1.2247448714
00405_morfologic_12533649_afrasquet.txt_tagged	afrasquet	34-		M	E	101	65	32	14	14	5	77	24	41	24	82	62	30	13	14	5	60	22	40	22	12	1	165	0.0495049505	0.6435643564	0.3692307692	0.2682926829	0.0714285714	0.0714285714	0.1889822365	0.8118811881	8.1593049597	0.9548438077	5.7694998668	0.0225780962	44.3864123921	62.738947162	-1.2283006138	0.9538461538	0.4615384615	0.2	0.2153846154	0.0769230769	0.9375	0.9285714286	1	1	1.3571428571	28125	12.0714285714	14	5	3.75	2.4567690746	2.6457513111	1.5811388301
00459_morfologic_12728746_victorleon.txt_tagged	victorleon	34-		H	E	39	20	10	3	5	2	30	9	11	9	34	20	10	3	5	2	25	9	11	9	2	1	53	0.1025641026	0.5128205128	0.45	0.2647058824	0.3333333333	0.3333333333	0.4082482905	0.8717948718	5.4443572294	0.9625497986	3.8497419161	0.0187251007	42.4848077517	92.0447074293	-1.4037242147	1	0.5	0.15	0.25	0.1	1	1	1	1	2.3333333333	10	3	5	2	2.2360679775	1.2247448714	1.5811388301	1
00471_morfologic_12811214_Yemo.txt_tagged	Yemo	35+	50+	H	A	22	13	5	2	4	2	19	3	10	3	21	13	5	2	4	2	18	3	10	3	2	0	24	0.0909090909	0.5909090909	0.2307692308	0.1428571429	0	0	0	0.9545454545	4.4772150435	0.9849500561	3.1658691181	0.007524972	89.1978525833	41.3223140496	-1.2807913167	1	0.3846153846	0.1538461538	0.3076923077	0.1538461538	1	1	1	1	3	5	2	4	2	1.5811388301	1	1.4142135624	1
00503_morfologic_13086994_e-schiele.txt_tagged	e-schiele	35+		H	E	155	90	34	15	25	16	128	27	63	27	95	70	26	13	20	11	73	22	48	22	10	3	359	0.0451612903	0.5806451613	0.3	0.2315789474	0.2	0.6	0.5477225575	0.6129032258	7.6305836246	0.9029333808	5.3956374253	0.0485333096	22.5652414402	84.9115504683	-0.9491441053	0.7777777778	0.2888888889	0.1444444444	0.2222222222	0.1222222222	0.7647058824	0.8666666667	0.8	0.6875	2.0666666667	19.8823529412	11.2666666667	16	7.5625	3.1529631255	2.3734644159	2.8284271247	1.9445436483
00505_morfologic_13090806_albertotrelew.txt_tagged	albertotrelew	35+		H	A	146	77	33	26	9	9	116	30	53	24	99	69	29	25	9	6	69	30	44	24	12	13	412	0.0684931507	0.5273972603	0.3116883117	0.303030303	0.5	6.5	1.8027756377	0.6780821918	8.1932982972	0.9220470633	5.7935367862	0.0389764684	27.7648661758	124.7888909739	-1.1922815299	0.8961038961	0.3766233766	0.3246753247	0.1168831169	0.0779220779	0.8787878788	0.9615384615	1	0.6666666667	0.5769230769	25.4848484848	24.0384615385	9	4	3.5696532384	3.4668762264	2.1213203436	1.4142135624
00521_morfologic_13160325_jeanp27.txt_tagged	jeanp27	34-		H	A	259	147	74	37	22	14	207	52	98	49	161	123	64	31	20	8	110	51	75	48	21	10	763	0.0347490347	0.5675675676	0.3333333333	0.3167701863	0.2702702703	2.7027027027	1.1624763874	0.6216216216	10.0040532326	0.9144433314	7.0739338801	0.0427783343	28.2070328909	75.133048106	-0.9801233143	0.8367346939	0.4353741497	0.2108843537	0.1360544218	0.0544217687	0.8648648649	0.8378378378	0.9090909091	0.5714285714	0.7567567568	55.3513513514	25.972972973	18.1818181818	4.5714285714	5.2607675938	3.6036768011	3.0151134458	1.511857892
00537_morfologic_13257886_Amodaga.txt_tagged	Amodaga	34-		H	E	203	115	47	34	18	16	166	37	79	36	127	96	41	27	17	11	92	35	62	34	18	9	589	0.0541871921	0.5665024631	0.3130434783	0.2755905512	0.2647058824	2.3823529412	1.0914103127	0.6256157635	8.9136525606	0.9117258216	6.3029041707	0.0441370892	26.1401021134	93.6688587444	-1.0721869223	0.8347826087	0.3565217391	0.2347826087	0.147826087	0.0956521739	0.8723404255	0.7941176471	0.9444444444	0.6875	0.8235294118	35.7659574468	21.4411764706	16.0555555556	7.5625	4.2288271097	3.274230938	2.8333333333	1.9445436483
00544_morfologic_13354823_puppichile.txt_tagged	puppichile	35+		M	A	87	47	19	15	9	4	74	13	36	11	68	41	15	14	9	3	56	12	31	10	12	2	141	0.0574712644	0.5402298851	0.2340425532	0.1764705882	0.1333333333	0.2666666667	0.3651483717	0.7816091954	7.2903652369	0.9448263585	5.1550666963	0.0275868207	35.1530042271	71.3436385256	-1.1977854971	0.8723404255	0.3191489362	0.2978723404	0.1914893617	0.0638297872	0.7894736842	0.9333333333	1	0.75	0.8	11.8421052632	13.0666666667	9	2.25	2.433321317	2.5560386017	2.1213203436	1.0606601718
00545_morfologic_13359099_Disparate.txt_tagged	Disparate	35+	50+	H	E	142	85	41	10	19	15	109	33	54	31	104	73	36	9	18	10	72	32	43	30	7	2	268	0.0422535211	0.5985915493	0.3647058824	0.3076923077	0.2	0.4	0.4472135955	0.7323943662	8.7274861263	0.9371575814	6.1712646226	0.0314212093	34.2489737402	62.4876016663	-1.1157271862	0.8588235294	0.4235294118	0.1058823529	0.2117647059	0.1176470588	0.8780487805	0.9	0.9473684211	0.6666666667	2.8	31.6097560976	8.1	17.0526315789	6.6666666667	3.9755349387	2.0124611797	2.9199855804	1.8257418584
00562_morfologic_13493396_Argoba.txt_tagged	Argoba	35+		H	E	33	20	9	4	5	2	25	8	13	7	29	20	9	4	5	2	21	8	13	7	2	2	43	0.0909090909	0.6060606061	0.35	0.275862069	0.5	1	0.7071067812	0.8787878788	5.0482520227	0.9630454878	3.5696532384	0.0184772561	41.091435059	91.8273645546	-1.29531865	1	0.45	0.2	0.25	0.1	1	1	1	1	1.75	9	4	5	2	2.1213203436	1.4142135624	1.5811388301	1
00567_morfologic_13556244_smedinar.txt_tagged	smedinar	34-		M	A	413	228	85	67	44	32	330	83	153	75	240	183	73	53	38	19	165	75	112	70	32	21	1599	0.0435835351	0.5520581114	0.3289473684	0.3125	0.3134328358	6.5820895522	1.8141236937	0.5811138015	11.8096279513	0.9098840554	8.3506680077	0.0450579723	29.0287147643	69.531978261	-1.0395099896	0.8026315789	0.3201754386	0.2324561404	0.1666666667	0.0833333333	0.8588235294	0.7910447761	0.8636363636	0.59375	0.8507462687	62.6941176471	41.9253731343	32.8181818182	11.28125	5.5988444186	4.5785026556	4.0508136108	2375
00579_morfologic_13606474_Eseme.txt_tagged	Eseme	35+		M	E	143	76	42	20	9	5	116	27	51	25	101	70	38	20	9	3	75	26	46	24	10	10	335	0.0699300699	0.5314685315	0.3289473684	0.2574257426	0.5	5	1.5811388301	0.7062937063	8.4460443011	0.9299345155	5.9722551995	0.0350327422	30.761737444	93.8921218641	-1.2531447698	0.9210526316	0.5	0.2631578947	0.1184210526	0.0394736842	0.9047619048	1	1	0.6	0.6	34.380952381	20	9	1.8	4.1461399145	3.1622776602	2.1213203436	0.9486832981
00614_morfologic_13695613_Reichi.txt_tagged	Reichi	34-	24-	M	E	51	32	10	9	8	5	44	7	25	7	39	26	9	6	8	3	32	7	19	7	4	2	77	0.0588235294	0.6274509804	0.21875	0.1794871795	0.2222222222	0.4444444444	0.4714045208	0.7647058824	5.4610923277	0.9317711385	3.8615754176	0.0341144308	25.0270946663	99.9615532488	-1.0513458477	0.8125	0.28125	0.1875	0.25	0.09375	0.9	0.6666666667	1	0.6	1.2222222222	8.1	4	8	1.8	2.0124611797	1.4142135624	2	0.9486832981
00642_morfologic_13849783_ferry_bcn.txt_tagged	ferry_bcn	35+		H	E	112	59	24	12	11	12	89	23	39	20	86	54	23	12	11	8	63	23	34	20	5	7	202	0.0625	0.5267857143	0.3389830508	0.2674418605	0.5833333333	4.0833333333	1.4288690166	0.7678571429	8.1262361697	0.9440178789	5.7461167011	0.0279910605	36.6048656931	71.7474489796	-1.2685889248	0.9152542373	0.3898305085	0.2033898305	0.186440678	0.1355932203	0.9583333333	1	1	0.6666666667	1.5833333333	22.0416666667	12	11	5.3333333333	3.3197640478	2.4494897428	2.3452078799	1.6329931619
00661_morfologic_13957441_JavierLeon.txt_tagged	JavierLeon	34-		H	E	57	27	13	9	3	2	51	6	21	6	41	23	10	8	3	2	35	6	17	6	7	1	97	0.0526315789	0.4736842105	0.2222222222	0.1463414634	0.1111111111	0.1111111111	0.2357022604	0.7192982456	5.430582664	0.9185072908	3.8400018275	0.0407463546	21.5464042557	123.1148045552	-0.9729474306	0.8518518519	0.3703703704	0.2962962963	0.1111111111	0.0740740741	0.7692307692	0.8888888889	1	1	0.5555555556	7.6923076923	7.1111111111	3	2	1.9611613514	1.8856180832	1.2247448714	1
00667_morfologic_14013465_jsalum.txt_tagged	jsalum	35+		M	A	105	62	27	18	11	6	75	30	35	27	68	51	23	15	9	4	41	27	26	25	7	8	271	0.0761904762	0.5904761905	0.435483871	0.3970588235	0.4444444444	3.5555555556	1.3333333333	0.6476190476	6.6361204961	0.9066488298	4.6924458035	0.0466755851	21.651461826	150.566893424	-1.1019727003	0.8225806452	0.3709677419	0.2419354839	0.1451612903	0.064516129	0.8518518519	0.8333333333	0.8181818182	0.6666666667	0.7222222222	19.5925925926	12.5	7.3636363636	2.6666666667	3.1299035602	2.5	1.9188064472	1.1547005384
00672_morfologic_14028361_kanelly.txt_tagged	kanelly	35+		M	A	615	318	132	99	45	42	485	130	197	121	307	239	101	75	41	22	190	117	131	108	50	25	4399	0.0520325203	0.5170731707	0.3805031447	0.3811074919	0.2525252525	6.3131313131	1.7766726363	0.4991869919	12.3794348217	0.891807009	8.7535823097	0.0540964955	25.7768556912	100.0462687554	-0.9738780467	0.751572327	0.3176100629	0.2358490566	0.1289308176	0.0691823899	0.7651515152	0.7575757576	0.9111111111	0.5238095238	0.6363636364	77.2803030303	56.8181818182	37.3555555556	11.5238095238	6.2161202945	5.3300179089	4.3217794689	2.4003967926
00709_morfologic_14231501_CarolaMadrid.txt_tagged	CarolaMadrid	34-		M	E	130	68	33	19	10	6	104	26	43	25	88	59	27	18	10	4	64	24	36	23	9	9	298	0.0461538462	0.5230769231	0.3676470588	0.2727272727	0.4736842105	4.2631578947	1.4599927902	0.6769230769	7.7181105699	0.9198366976	5.4575283219	0.0400816512	26.3704624142	99.4082840237	-1.0322382984	0.8676470588	0.3970588235	0.2647058824	0.1470588235	0.0588235294	0.8181818182	0.9473684211	1	0.6666666667	0.7368421053	22.0909090909	17.0526315789	10	2.6666666667	3.3234702564	2.9199855804	2.2360679775	1.1547005384
00727_morfologic_14334294_Deaquiaroma.txt_tagged	Deaquiaroma	35+		M	E	82	46	21	7	12	6	59	23	24	22	66	45	20	7	12	6	43	23	23	22	5	2	130	0.0609756098	0.5609756098	0.4782608696	0.3484848485	0.2857142857	0.5714285714	0.5345224838	0.8048780488	7.2884807209	0.9507423793	5.1537341423	0.0246288104	38.8531525674	71.3860797145	-1.2468621275	0.9782608696	0.4347826087	0.152173913	0.2608695652	0.1304347826	0.9523809524	1	1	1	2.5714285714	19.0476190476	7	12	6	3.0860669992	1.8708286934	2.4494897428	1.7320508076
